Year,Annual_%_Change_nasdaq,Annual_%_Change_dowj,Annual_%_Change_sp500,Annual_%_Change_corn,Annual_%_Change_cotton,Annual_%_Change_pound,Annual_%_Change_yen,Annual_Unemployment_Rate,Annual_%_Change_silver,Annual_%_Change_sugar,Annual_%_Change_FFRate,Annual_%_Change_tenyrRate,Annual_%_Change_oneyrRate,Annual_%_Change_gold,Annual_%_Change_crude,Annual_%_Change_copper,Annual_%_Change_coffee,Unemployment_Rate_Increased,Unemployment_Rate_Percent_Change,Unemployment_Rate_Change_Indicator
2009.0,43.89,18.82,23.45,1.84,54.22,10.96,2.52,9.283333333333331,1.5966463949685754,2.63924934010755,-0.6481972178848744,2.3581299492012433,0.21859319139781594,0.7665172486016015,1.6177147166371875,3.8246686215179797,0.30262462944811036,1,60.05747126436778,1
2008.0,-40.54,-33.84,-38.49,-10.65,-27.92,-26.26,-18.73,5.8,-1.051296489247488,0.00567308732853009,-0.8539385570764491,-1.6037806481794483,-1.6648736383956513,-0.19600860921564628,-1.620462712462908,-1.8022194732824763,-0.6363738586414879,1,25.6317689530686,1
2007.0,9.81,6.43,3.53,16.72,21.04,1.02,-6.14,4.616666666666666,0.24568075086403082,-0.3717213761104458,-0.49301550750202267,-0.5712536098047193,-0.7597699578773934,0.923891418583282,1.107369874993056,-0.04690573103685118,-0.019750427522742427,1,0.18083182640142859,0
2006.0,9.52,16.29,13.62,80.88,3.69,13.95,0.97,4.608333333333333,1.239757933689099,-0.6382866331115983,-0.04875168416576673,0.1674425958410309,0.009535682993832121,0.6190783166238151,-0.3014971588893921,0.9191492931854772,0.21848497997771626,0,-9.344262295081961,0
2005.0,1.37,-0.61,3.0,5.37,21.04,-10.42,14.8,5.083333333333333,0.7180792858030037,1.1834269697137045,0.48790738240525355,0.038719976362798406,0.7422928084098158,0.3488398429178991,0.6950545926994864,1.0000461055061656,-0.13249755781307052,0,-8.270676691729328,0
2004.0,8.59,3.15,8.99,-16.77,-40.36,7.87,-4.15,5.541666666666667,0.24003080160894677,1.118168255344128,0.5008612219431747,-0.10682239872725648,1.7003512268765575,-0.13401272407134793,0.5258427653782903,0.9441537624482353,1.225997182636064,0,-7.5104311543810915,0
2003.0,50.01,25.32,26.38,4.35,46.74,10.56,-9.79,5.991666666666667,0.6669158564375203,-0.7606190705569403,-0.34867272407947236,0.3116119296566513,-0.2943855277473129,0.5324430412298595,-0.1978025747522399,1.218614583885334,-0.020471624518202954,1,3.6023054755043082,0
2002.0,-31.53,-16.76,-23.37,12.8,43.75,11.03,-9.38,5.783333333333334,-0.10273278653281966,-0.13081717289529649,-0.3798015935813136,-0.9224089157413375,-0.8567453522186353,0.6206679547044381,1.1083550966950717,-0.027490496079885993,0.5182625310908061,1,21.968365553602844,1
2001.0,-21.05,-7.1,-13.04,-9.82,-42.85,-3.33,14.6,4.741666666666666,-0.2480620368163708,-0.8061895626251872,-0.6984924826213949,-0.11643368764829783,-1.1822707965399901,-0.275490513246798,-0.9416449597740918,-0.8705823655747682,-0.9198042778574725,1,19.537815126050397,1
2000.0,-39.29,-6.17,-10.14,13.33,22.74,-7.41,11.93,3.966666666666667,-0.6485806617878853,1.2781074095448193,0.011919870404700857,-0.7905969533956275,-0.3998076901048774,-0.580303615206265,-0.18647252517905935,-0.28135940165353684,-1.3623788340717455,0,-5.928853754940711,0
1999.0,85.59,25.22,19.53,-4.22,-15.94,-2.41,-9.66,4.216666666666667,-0.006369763126663717,-0.6865117169508109,-0.23631799339342136,1.245966516909315,0.2994872389387514,-0.2846309322103805,2.467714740051231,0.6140947681798272,-0.043790327371426456,0,-6.296296296296289,0
1998.0,39.63,16.1,26.67,-19.43,-10.0,1.22,-13.32,4.5,-0.7248549767315201,-0.9860381551081223,-0.42361993854887353,-0.739451165922943,-0.5094532364706031,-0.3557672363182613,-1.0825316631623367,-0.6317161415587722,-0.8717244781601045,0,-8.93760539629005,0
1997.0,21.64,22.64,31.01,2.61,-10.75,-4.09,12.68,4.941666666666666,0.5777722126350829,0.04858898762581104,-0.2676451359494144,-0.4459635935125731,-0.22047630760449038,-1.1954935524073798,-1.088689298799935,-0.8911742814382161,0.7264480637804099,0,-8.628659476117118,0
1996.0,22.71,26.01,20.26,-30.06,-7.28,10.32,12.09,5.408333333333334,-0.41442165377162377,-0.3111081973400593,-0.009493619443699473,0.43999128881627525,-0.11700339940453881,-0.5075776730177611,0.5004733065513861,-0.7276156354371155,0.34709844416817587,0,-3.2786885245901343,0
1995.0,39.92,33.45,34.11,59.85,-10.29,-1.27,3.69,5.591666666666666,-0.019239091985466278,-0.7172607382978318,-0.25138674550896234,-1.0724136749733044,-0.6762769047929741,-0.2878102083716266,-0.05371390083244406,-0.5884731182455316,-1.2630940476966803,0,-8.333333333333359,0
1994.0,-3.2,2.14,-1.54,-24.51,33.1,6.08,-10.83,6.1000000000000005,-0.3723609204282201,0.7069277468253377,0.26134737252773416,1.1007674021378686,1.377099912405751,-0.41458384530131365,0.32214817848654476,1.7469443108960838,3.0590395460982216,0,-11.700844390832332,1
1993.0,14.75,13.72,7.06,41.34,15.32,-1.99,-10.53,6.908333333333334,1.0332208998088037,0.4239925072365626,-0.1761090759493081,-0.5286893302972505,-0.21154222604876458,0.3579802618814816,-0.9751424976426256,-0.7973339791462176,-0.3962152591531343,0,-7.786429365962178,0
1992.0,15.45,4.17,4.46,-13.92,-0.52,-19.25,-0.04,7.491666666666667,-0.3613749079877789,-0.34185721868708024,-0.454352261942411,-0.08794308120378237,-0.42157436153155486,-0.5620227772791002,-0.252974990065119,-0.03955147537133407,-0.2147140152955699,1,9.36739659367396,0
1991.0,56.86,20.32,26.31,8.52,-23.95,-3.11,-7.99,6.8500000000000005,-0.45428518462693906,-0.28411984766857334,-0.3953990738412595,-0.6649636767848726,-0.8635677417702805,-0.7138332139785999,-1.1091326491167606,-0.7187905286384949,-0.5070391974555677,1,21.95845697329377,1
1990.0,-17.81,-4.34,-6.56,-3.34,12.64,19.88,-5.6,5.616666666666667,-0.8262401772533065,-0.8338415602394146,-0.425602669090392,-0.017917976207623896,-0.41718853967692576,-0.430480226107544,0.44530089123850697,0.07105652983804338,0.06487001994462535,1,6.814580031695727,0
1989.0,19.24,26.96,27.25,-15.73,18.09,-11.05,14.99,5.258333333333334,-0.6375946493474441,0.20211287838000175,-0.3015498282093816,-0.537270838262466,-0.4474019791199258,-0.4201475785834943,0.35244374582352744,-0.9052944523160089,-1.414064618746416,0,-4.248861911987856,0
1988.0,15.4,11.85,12.4,53.99,-12.39,-4.23,3.13,5.491666666666667,-0.5114124493172335,0.19016721541065543,-0.017094086519520588,0.03769019540697254,0.21875562924428366,-0.9550607927131455,-0.22243311730263235,-0.052494965342644175,0.4273917096627805,0,-11.066126855600533,1
1987.0,-5.25,2.26,2.03,15.47,12.62,27.7,-23.4,6.175,0.6370966798134656,0.9991540576124931,-0.5669052656826139,0.6768409086562229,0.09351604961765464,0.640538430712226,-0.47218681876361185,3.15896139867537,-0.4015040371198448,0,-11.785714285714288,1
1986.0,7.36,22.58,14.62,-35.55,-4.48,2.07,-20.95,7.0,-0.4884987662271703,0.015849022450565763,-0.17961189990599088,-0.7579872231278086,-0.573128872285958,0.44501294679559267,-1.084994717417376,-0.360491192614501,-1.2508336987738515,0,-2.665121668597914,0
1985.0,31.49,27.66,26.33,-7.8,-6.21,25.0,-20.41,7.191666666666666,-0.451460209999397,0.5797285577998914,0.13359343463588905,-0.840712959912486,-0.5058796038483129,-0.09983550533795264,-0.3123345976115648,0.13636232014783534,1.463751792139549,0,-4.21753607103218,0
1984.0,-11.31,-3.74,1.4,-20.16,-14.19,-20.0,8.59,7.508333333333333,-1.1300818927489382,-1.2837948654181233,-0.3019463743176853,-0.16105752906741844,-0.35903579064147423,-1.0866033438847018,-0.5675070184336306,-0.6505430360624961,-0.1502870837010967,0,-21.788194444444443,1
1983.0,19.87,20.27,17.27,37.79,16.98,-10.49,-1.28,9.6,-0.7728795453997347,0.23286189972702265,-0.2988400964693062,0.40085961249489255,0.04153593874797725,-0.9212809834999062,-0.4665217939770215,-0.3343100424452601,-0.04451152436688698,0,-1.115879828326194,0
1982.0,18.67,19.6,14.76,-9.52,2.57,-15.63,6.78,9.708333333333334,0.8404948529964917,-1.2592398915366894,-0.32045185937185844,-0.9714951413023702,-0.7886838945486514,0.14536616859815055,-0.5327779534375772,-0.4549198353597408,-0.3796277282575423,1,27.46170678336981,1
1981.0,-3.21,-9.23,-9.73,-28.44,-32.43,-19.67,8.22,7.616666666666667,-1.6953907043270713,-1.4554584666072472,-0.4897770476175423,0.3452514408802961,-0.2802534351046194,-1.6091968628895246,-0.4352410049380232,-0.5870022671124282,0.03433934713679664,1,6.155632984901294,0
1980.0,33.88,14.93,25.77,30.68,28.44,7.66,-15.48,7.175,-1.8347561192858113,1.7386790818073914,0.10021747052032685,0.6150540513066713,0.07938395697496115,0.16523664460593848,0.039143244582535465,-0.7520317642466322,-0.9351898137606304,1,22.649572649572637,1
1979.0,28.11,4.19,12.31,24.81,9.6,8.82,23.67,5.8500000000000005,4.294169115494003,1.8711874543747693,0.01628187759604164,0.3600116345804667,-0.046830249730474324,4.970315152809218,2.6255965177992464,1.1950809657556793,0.6704350971329762,0,-3.5714285714285587,0
1978.0,12.31,-3.15,1.06,3.58,25.85,6.25,-19.03,6.066666666666666,0.623913464884936,-0.4250344275106764,0.21290265629663097,0.5216872446451267,0.6149415367791061,1.082060407605274,-0.3019897697404,0.29697926388272916,-0.9505753496637881,0,-13.947990543735223,1
1977.0,7.33,-17.27,-11.5,-12.77,-28.6,12.94,-18.12,7.05,0.08089056425741235,0.17755790449856781,0.1507110083109992,0.40600851727402176,0.4880775786877997,0.5856959169307312,-0.13376316412121952,-0.3578436605749148,-0.5572825881393173,0,-8.441558441558449,0
1976.0,26.1,17.86,19.15,-1.91,23.54,-15.84,-3.96,7.7,-0.07165806562985733,-1.173850522903955,-0.3710114881805814,-0.502944806401604,-0.5632201636514258,-0.4928735207719981,0.3026900498717347,0.1978438975115584,3.570127816881244,0,-9.144542772861353,0
1975.0,29.76,38.32,31.55,-23.48,65.18,-14.04,1.38,8.475,-0.410655020934901,-1.7339693865777455,0.03287072312674681,0.08403033841913626,-0.4834631810357645,-1.3329972463812725,-0.3019897697404,-0.12338998995822918,0.9038625246636981,1,50.22156573116692,1
1974.0,-35.11,-27.57,-29.72,27.16,-58.48,1.29,7.4,5.641666666666667,0.9582021291440763,3.694915050308537,-0.624007905278348,0.16606955456659642,-0.20943053404468395,2.3327081675354475,3.6125423577934725,-1.3541982181391736,-0.4875668785781336,0,,0
